Entity,Year,Gini coefficient,Continent
Thailand,2002,0.41944495,
Thailand,2004,0.42540312,
Thailand,2006,0.41819033,
Thailand,2007,0.39761516,
Thailand,2008,0.40288273,
Thailand,2009,0.39601263,
Thailand,2010,0.3940277,
Thailand,2011,0.37459034,
Thailand,2012,0.39256668,
Thailand,2013,0.37847108,
Thailand,2014,0.37032664,
Thailand,2015,0.35987332,Asia
Thailand,2016,0.3689063,
Thailand,2017,0.36382803,
Thailand,2018,0.36412174,
Thailand,2019,0.34855723,
Thailand,2020,0.34985816,
Thailand,2021,0.34923872,
Togo,2006,0.42211255,
Togo,2011,0.4601219,
Togo,2015,0.43023092,Africa
Togo,2018,0.42534238,
Togo,2021,0.37858006,
Tokelau,2015,,Oceania
Tonga,2000,0.37690175,
Tonga,2009,0.3749649,
Tonga,2015,0.33521304,Oceania
Tonga,2021,0.27095765,
Transnistria,2015,,Europe
Trinidad and Tobago,1988,0.4260131,
Trinidad and Tobago,1992,0.40185452,
Trinidad and Tobago,2015,,North America
Tunisia,1985,0.4343376,
Tunisia,1990,0.40102237,
Tunisia,1995,0.41657296,
Tunisia,2000,0.40809476,
Tunisia,2005,0.37733382,
Tunisia,2010,0.35808256,
Tunisia,2015,0.32815883,Africa
Tunisia,2021,0.33716425,
Turkey,1987,0.4103413,
Turkey,1994,0.413152,
Turkey,2002,0.41396376,
Turkey,2003,0.42184338,
Turkey,2004,0.4128751,
Turkey,2005,0.42614657,
Turkey,2006,0.39647412,
Turkey,2007,0.384428,
Turkey,2008,0.3902054,
Turkey,2009,0.3896531,
Turkey,2010,0.3878508,
Turkey,2011,0.40039355,
Turkey,2012,0.40168938,
Turkey,2013,0.401785,
Turkey,2014,0.41236562,
Turkey,2015,0.42854458,Asia
Turkey,2016,0.41873705,
Turkey,2017,0.4353174,
Turkey,2018,0.42441463,
Turkey,2019,0.4383382,
Turkey,2020,0.43045047,
Turkey,2021,0.44364843,
Turkmenistan,1998,0.40806928,
Turkmenistan,2015,,Asia
Turks and Caicos Islands,2015,,North America
Tuscany,2015,,Europe
Tuvalu,2010,0.39139032,
Tuvalu,2015,,Oceania
Two Sicilies,2015,,Europe
USSR,2015,,Europe
Uganda,1989,0.44362718,
Uganda,1992,0.41423506,
Uganda,1996,0.39042878,
Uganda,1999,0.42997676,
Uganda,2002,0.4516984,
Uganda,2005,0.4294434,
Uganda,2009,0.44190434,
Uganda,2012,0.41009575,
Uganda,2015,,Africa
Uganda,2016,0.42753503,
Uganda,2019,0.42702642,
Ukraine,1992,0.2970884,
Ukraine,1993,0.28926983,
Ukraine,1995,0.39231017,
Ukraine,1996,0.35153562,
Ukraine,2002,0.29045695,
Ukraine,2003,0.28664893,
Ukraine,2004,0.28934017,
Ukraine,2005,0.29020715,
Ukraine,2006,0.29794392,
Ukraine,2007,0.27012688,
Ukraine,2008,0.2663823,
Ukraine,2009,0.25316665,
Ukraine,2010,0.24818976,
Ukraine,2011,0.24551843,
Ukraine,2012,0.24740657,
Ukraine,2013,0.24554986,
Ukraine,2014,0.24025366,
Ukraine,2015,0.2545754,Europe
Ukraine,2016,0.25002202,
Ukraine,2017,0.26049048,
Ukraine,2018,0.26071486,
Ukraine,2019,0.26619467,
Ukraine,2020,0.25627363,
United Arab Emirates,2013,0.3251042,
United Arab Emirates,2015,,Asia
United Arab Emirates,2018,0.26399004,
United Kingdom,1968,0.2684166,
United Kingdom,1969,0.27904898,
United Kingdom,1970,0.27964503,
United Kingdom,1971,0.2929356,
United Kingdom,1972,0.28776282,
United Kingdom,1973,0.2881038,
United Kingdom,1974,0.28957152,
United Kingdom,1975,0.27880856,
United Kingdom,1976,0.27589646,
United Kingdom,1977,0.27141878,
United Kingdom,1978,0.2723537,
United Kingdom,1979,0.2743262,
United Kingdom,1980,0.28477892,
United Kingdom,1981,0.2968705,
United Kingdom,1982,0.29903,
United Kingdom,1983,0.29786685,
United Kingdom,1984,0.29166204,
United Kingdom,1985,0.30419374,
United Kingdom,1986,0.31919184,
United Kingdom,1987,0.3385342,
United Kingdom,1988,0.34272873,
United Kingdom,1989,0.33354205,
United Kingdom,1990,0.3574197,
United Kingdom,1991,0.34962818,
United Kingdom,1992,0.34955472,
United Kingdom,1993,0.3507596,
United Kingdom,1994,0.35978922,
United Kingdom,1995,0.3551664,
United Kingdom,1996,0.3529524,
United Kingdom,1997,0.35735163,
United Kingdom,1998,0.36621472,
United Kingdom,1999,0.3678378,
United Kingdom,2000,0.38848642,
United Kingdom,2001,0.37086216,
United Kingdom,2002,0.35146394,
United Kingdom,2003,0.34856063,
United Kingdom,2004,0.34834158,
United Kingdom,2005,0.35485032,
United Kingdom,2006,0.35879987,
United Kingdom,2007,0.34413147,
United Kingdom,2008,0.35445124,
United Kingdom,2009,0.35137364,
United Kingdom,2010,0.337056,
United Kingdom,2011,0.33191085,
United Kingdom,2012,0.33090645,
United Kingdom,2013,0.32699567,
United Kingdom,2014,0.3314094,
United Kingdom,2015,0.33311963,Europe
United Kingdom,2016,0.33109283,
United Kingdom,2017,0.3260817,
United Kingdom,2018,0.33689743,
United Kingdom,2019,0.32824126,
United Kingdom,2020,0.32644516,
United Kingdom,2021,0.32414576,
United States,1963,0.3759994,
United States,1964,0.3813833,
United States,1965,0.37497944,
United States,1966,0.37782517,
United States,1967,0.36886352,
United States,1968,0.36326116,
United States,1969,0.36014515,
United States,1970,0.36631274,
United States,1971,0.3691743,
United States,1972,0.36661345,
United States,1973,0.36112794,
United States,1974,0.35476592,
United States,1975,0.35648412,
United States,1976,0.35560542,
United States,1977,0.35504344,
United States,1978,0.34790027,
United States,1979,0.34758896,
United States,1980,0.34716922,
United States,1981,0.35487545,
United States,1982,0.3666043,
United States,1983,0.37292022,
United States,1984,0.37344342,
United States,1985,0.37640676,
United States,1986,0.3755635,
United States,1987,0.37196118,
United States,1988,0.37705094,
United States,1989,0.38237965,
United States,1990,0.38262504,
United States,1991,0.38044858,
United States,1992,0.38372815,
United States,1993,0.4036311,
United States,1994,0.39985397,
United States,1995,0.39853615,
United States,1996,0.40308332,
United States,1997,0.40524158,
United States,1998,0.39951783,
United States,1999,0.39984423,
United States,2000,0.40138903,
United States,2001,0.40594307,
United States,2002,0.40352058,
United States,2003,0.40770072,
United States,2004,0.40250537,
United States,2005,0.40962887,
United States,2006,0.413959,
United States,2007,0.40795898,
United States,2008,0.40809166,
United States,2009,0.40608335,
United States,2010,0.40007547,
United States,2011,0.40934193,
United States,2012,0.4093412,
United States,2013,0.40649238,
United States,2014,0.41508022,
United States,2015,0.41235605,North America
United States,2016,0.41118968,
United States,2017,0.41177237,
United States,2018,0.4140517,
United States,2019,0.41533518,
United States,2020,0.39682114,
United States,2021,0.39696464,
United States,2022,0.41334125,
United States Minor Outlying Islands,2015,,Oceania
United States Virgin Islands,2015,,North America
Uruguay,2006,0.4594136,
Uruguay,2007,0.46404734,
Uruguay,2008,0.4508151,
Uruguay,2009,0.45541507,
Uruguay,2010,0.44474792,
Uruguay,2011,0.42175132,
Uruguay,2012,0.39900422,
Uruguay,2013,0.40450785,
Uruguay,2014,0.40110928,
Uruguay,2015,0.40128586,South America
Uruguay,2016,0.3969534,
Uruguay,2017,0.39464375,
Uruguay,2018,0.39687112,
Uruguay,2019,0.3967629,
Uruguay,2020,0.40155584,
Uruguay,2021,0.40776816,
Uruguay,2022,0.40551677,
Uruguay (urban),1981,0.43645427,
Uruguay (urban),1989,0.42369017,
Uruguay (urban),1992,0.41468027,
Uruguay (urban),1995,0.4092631,
Uruguay (urban),1996,0.40751207,
Uruguay (urban),1997,0.41456702,
Uruguay (urban),1998,0.4248223,
Uruguay (urban),2000,0.42907074,
Uruguay (urban),2001,0.45007667,
Uruguay (urban),2002,0.45544198,
Uruguay (urban),2003,0.4503368,
Uruguay (urban),2004,0.45880932,
Uruguay (urban),2005,0.44727546,
Uzbekistan,1998,0.44268507,
Uzbekistan,2000,0.36011636,
Uzbekistan,2002,0.33036503,
Uzbekistan,2003,0.3526095,
Uzbekistan,2015,,Asia
Uzbekistan,2022,0.31184828,
Vanuatu,2010,0.37351298,
Vanuatu,2015,,Oceania
Vanuatu,2019,0.32317576,
Vatican,2015,,Europe
Venezuela,1981,0.5560985,
Venezuela,1987,0.5344797,
Venezuela,1989,0.43776318,
Venezuela,1992,0.42061847,
Venezuela,1995,0.4716726,
Venezuela,1998,0.47999668,
Venezuela,1999,0.47699356,
Venezuela,2001,0.4717132,
Venezuela,2002,0.48879746,
Venezuela,2003,0.47908917,
Venezuela,2004,0.4731904,
Venezuela,2005,0.49318564,
Venezuela,2006,0.44699317,
Venezuela,2015,,South America
Vietnam,1992,0.35654002,
Vietnam,1997,0.35442206,
Vietnam,2002,0.37029624,
Vietnam,2004,0.36785832,
Vietnam,2006,0.35788617,
Vietnam,2008,0.35570312,
Vietnam,2010,0.39252725,
Vietnam,2012,0.35645887,
Vietnam,2014,0.34755376,
Vietnam,2015,,Asia
Vietnam,2016,0.3526674,
Vietnam,2018,0.35715547,
Vietnam,2020,0.36790165,
Vietnam,2022,0.36093006,
Wallis and Futuna,2015,,Oceania
West Germany,2015,,Europe
Western Sahara,2015,,Africa
Wuerttemburg,2015,,Europe
Yemen,1998,0.34997785,
Yemen,2005,0.34732336,
Yemen,2014,0.36707094,
Yemen,2015,,Asia
Yemen Arab Republic,2015,,Asia
Yemen People's Republic,2015,,Asia
Yugoslavia,2015,,Europe
Zambia,1991,0.5940293,
Zambia,1993,0.5255011,
Zambia,1996,0.48328376,
Zambia,1998,0.4912212,
Zambia,2002,0.4205863,
Zambia,2004,0.54263926,
Zambia,2006,0.54569334,
Zambia,2010,0.52011114,
Zambia,2015,0.5583758,Africa
Zambia,2022,0.51483124,
Zanzibar,2015,,Africa
Zimbabwe,2011,0.43153575,
Zimbabwe,2015,,Africa
Zimbabwe,2017,0.44337082,
Zimbabwe,2019,0.5025645,
